,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
198,10,0.654077172,마동석 대박  윤계상 연기대박 ,0.527046277,17,0,0.345922828
199,10,0.215403169,두번아이봤니?그랬니? ,-0.08247861,18,1,0.784596831
200,10,0.838582873,사람은 착하게 살아야 한다는것을 느낀 영화였대 ,-0.40824829,19,2,0.161417127
201,7,0.937640309,액션과 코미디의 경계를 날라다니는 영화생각없이 보고 웃고 즐길 수 있는 영화 ,0.632455532,19,2,0.237640309
204,1,0.297087431,이 영화를 9점에 둘 순 없다 ,1,26,9,0.197087431
205,1,0.03186354,평점 1점자린 아닌데...9점이 넘는다고?? 그냥 뻔한 스토리에 엔딩...그냥 그런 조폭영화가 도대체 왜 9점이 넘는거지... ,0.596450471,31,14,0.06813646
206,1,0.466172457,볼만은한데 9.3은 아니다 8점정도면 적당해서 평점낮추려고 1점 준다 너무 잔인해서 힘들었다 마동석은 대체불가 역이고 윤계상 악역이 돋보였다 ,0.436680546,31,14,0.366172457
207,1,0.055702001,깡패영화 조폭영화 그만좀 나왔으면.... 사회구성원 무의식에 암적인  암적인 영향만 끼칩니다.  애들은 멋지다고 모방하고... ,0.866025404,33,16,0.044297999
208,1,0.581699312,잔인하고 잔인하고 잔인함. 어차피 마동석이 이길꺼지만 잔인해서 보는 내내 인장이 찌푸러짐. ,0,34,17,0.481699312
209,1,0.006156892,평점 9점 넘는 영화에 이정도로 배신당해보긴 처음이라 처음 로그인해서 평점남깁니다. 평점 1점까진아니고 6점정도 영화. 스토리 빈약한 조폭영화.. 신세계처럼 스토리 절대 없습니다. 그냥 치고받기만하다 정의가 승리한다 끝 ,0.866025404,34,17,0.093843108
210,1,0.830970287,"어느순간 한국영화 네이버평점은 높은,호감순이 아닌 낮은평점부터 보게 됐다 재미는 있는 상업영화가 어떻게 쇼생크탈출이나 인생은 아름다워같은 명작들이랑 평점을 나란히 하는지..심지어 양들의침묵보다 평점이 높다제작사 홍보팀도 적당히들좀 했음 좋겠다 ",0.47203432,41,24,0.730970287
211,1,0.486759454,보다가 뛰쳐나옴. 더러운 피의논리에 정의의사도로 표현되는 형.사. 마동석도 성접대받고 부하들마저 힘으로 제압하며 관객마저 웃으라고 윽박지르는 저속함에 냉소만. ,0.370657102,50,33,0.386759454
213,10,0.922619581,윤계상의 연기가 날로 좋아지네요~~^^재밌었어요 ,-0.069382627,16,0,0.077380419
215,9,0.454564959, 너무 쟁쟁한 작품들과 같은 시기에 개봉해서 예매율 밀려있지만 입소문만으로 길게 롱런 할것 같아요 ,0.54959594,16,0,0.445435041
216,9,0.966005385,"스피드, 스릴, 액션, 연기 , 연출력, 재미 전체척으로 잘 갖춘 수작! 감독의 연출력에 경의를 표한다! ",0.427973462,16,0,0.066005385
218,1,0.002766669,이게 도대체 뭐가재밌다는거야? 총 한번쏘면 잡을거가지고 그난리를치고 경찰이 연쇄살인범잡는데 총도없음?첨부터 끝까지 그냥 말이안되는영화.상인들이 다 디카들고 조폭들 사진찍는것도 완전코메디~ 킬링타임용도 아님. 시간아깝다. ,0.866952843,29,13,0.097233331
219,1,0.135508567,평 9.28이어서 나름 기대하고 봤다.. 이정도 평점은 절대 아니다. 좀 깎자. ,0.412074193,29,13,0.035508567
220,1,0.856139779,"인간적으로 평점 9는 아니잖아요..ㅎㅎ 그냥 킬링타임용 영화ㅎㅎ... 너무 잔인하고 내용도 부실해요 7~8정도의 평점이 적당한듯,, 평점 맞추기 위해 1점 줍니다! ",0.642666208,32,16,0.756139779
221,1,0.073340684,9점대 점수 낮추기위한 1점입니다.그냥 흔한 조폭영화.도둑들.. 그런 영화보다 좀 질떨어지는 영화.7점정도가 적절요 ,0.540067859,38,22,0.026659316
222,1,0.081935346,ㅋㅋㅋ이런영화가 9.3 한국인들 수준에 맞는  조폭 감성팔이  일본시대 내용중 하나일뿐 ㅋㅋ 똑같은영화만 주구장창 뽑아대지 ㅋㅋ 언제까지 이런내용영화만 나올까 ㅋㅋ ,0.491127494,39,23,0.018064654
223,10,0.990877628,진실의 방으로~ 향하게 되는 정말 재미있는 영화! ,0.852867863,14,0,0.009122372
224,10,0.5947029,윤계상의 연기력이  돋보이는 한판이였습니다.. ,0.538181632,14,0,0.405297101
225,10,0.970760047,이 영화를보면 그간 조폭들과 형사들의 간지자체를 다시생각하게될것이다. 감독과 배우에 완벽한 콜라보! 윤계상에 재발견! 꼭봐라 형이 진심으로 추천한다! ,0.668153105,14,0,0.029239953
226,10,0.961088538,두시간동안 너무 재밌게봤습니다~ ,0,14,0,0.038911462
227,10,0.614313245,믿고보는 마동석형 오졌다 ,0.195277678,14,0,0.385686755
228,10,0.897832871,진심꿀잼입니다 재미재미 ,-0.394664881,14,0,0.10216713
229,9,0.738511264,처음부터 끝까지 달리네 ㅋㅋ. 베테랑같음 ,0.415104011,14,0,0.161488736
230,9,0.822370052,황해 조선족   신세계 연변거지보다 더 무식한놈들이네 ㅋㅋㅋ 오락영화로는 딱 좋다 ,0.487820761,14,0,0.077629948
231,10,0.811950684,재밌쩡~지루하지않고 어설푼 합맞춘 액션보다 ~한방에 팍~ ,0.774596669,14,0,0.188049316
232,10,0.330891013,방금보고옴 마눌님이랑 ㅋㅋ혼자니?   엉 싱글이야~~ㅋㅋ걍 말이필여없음 참고로40대중반임 ㅋㅋ ,0.093560149,15,1,0.669108987
233,10,0.481501013,실감나네요..!!!! ,0.612372436,16,2,0.518498987
234,10,0.787343979,한번 더 볼거임 ㅋㅋㅋ배우 조재윤 다시봤어요 ,0.65140862,18,4,0.212656021
235,10,0.543249786,남뚜니랑같이봐야즹~ 8시30분코엑스 남순 출몰 합니다~ ,0.237932835,21,7,0.456750214
236,1,0.729714036,관객마다 취향을 인정해야 하는 것은 맞지만 이런 영화에 이런 열광적 평과 평점이 주어진다는 사회의 현실이 매우 안타까울 따름입니다.  어머니들과 여자분들에게는 권해드리고 싶지 않습니다. 잔인한 폭력이 영화로 만들어지고 환영받는 분위기 싫네요. ,0.906686764,100,86,0.629714036
237,10,0.524305522,꿀 잼이에요 ㅎ 윤계상 엄청 멋짐 ,-0.5,13,0,0.475694478
238,10,0.640598238,누가 마동석 윤계상은 주연급이 아니라고한거야. 특히 윤계상은 정말 무섭도록 연기잘합니다. 내용도 재미있어서 보기 편했고 액션신도 준수한 편입니다. ,0.774596669,13,0,0.359401762
239,10,0.797530413,마지막 윤계상 겁나 맞을때 속이후련 ㅋ ㅋ ㅋ ㅋ ,0.056931277,13,0,0.202469587
240,10,0.997395992,또비슷한조폭영화겠거니 안볼려했는데 평이좋아 남편이랑친구부부랑 달려가봤어요  정말재밌게봤네요  마동석 구요미ㅋㅋ ,0.348155312,13,0,0.002604008
241,10,0.306261003,쓸데없이 끼워넣기식 여주인공이 안나와서 좋았음 ,0.481160401,13,0,0.693738997
242,10,0.951476336,누가 윤계상의 연기를 보고 아이돌 가수 출신이라고 생각할까.푹 빠져 봤다 진짜!! 오진다 오져 ,0.522254947,13,0,0.048523664
243,10,0.848810911,오랫만에 극장에서 재밌다~~~~하고 나왔네요~~ ,0.866025404,13,0,0.151189089
244,10,0.950459242,올해 본 한국영화중에 최고의 영화임 ,0.444536855,13,0,0.049540758
245,10,0.929506421,아주 재밌음. 기대이상 ,0.252192097,13,0,0.070493579
246,10,0.967990637,근래에 본 영화중 시간가는줄 모르고 본영화입니다 ,0.310529502,13,0,0.032009363
247,10,0.904806972,윤계상의 실감나는 연기 소름이 쫘악~  마동석은 역시 상남자네요~^^ 추석연휴 실감나는 액션 짱!입니다 ,0.372924361,13,0,0.095193028
248,10,0.537538767,너무너무너무 잼있습니다 ,0.523427987,13,0,0.462461233
249,8,0.402470291,올해킹스맨다음으로 굿 ,0.591935117,13,0,0.397529709
251,10,0.118279338,제가 원래 귀찮아서 평점을 잘 안쓰는데 진짜 지루하다고 느낀적없이 계속 봤습니다.진짜 진짜 개 꿀잼 ,0.774596669,13,0,0.881720662
252,10,0.799377918,솔직히 개봉전에는 영화제목도 그렇고 큰 기대를 안한게 사실.물론 마동석씨가 나오는거 제외하고..결론적으로 말하자면 오늘 보고왔는데 긴장감도 있었고 재밌는 요소들도 포함되어있고 끝나는내내 집중해서 봤다. 아 참 그리고 윤계상씨의 연기도 완전 살아있네 ,1,13,0,0.200622082
253,10,0.464300841,ㅋㅋㅋ베테랑보다 더 재밌게 봤네요 개인적으로 ㅋㅋㅋ 긴장감 유머가 쭉 이어지는 영화고 지루할틈이 없었어요 ㅋㅋ 마동석 진짜 웃기고 윤계상씨는 연기에 공들인 티가 나네요 ㅋㅋ 또보러 갑니다 ㅋㅋ ,0.716557086,13,0,0.535699159
254,10,0.115113705,동석이형 만화 주인공같음...절때 안짐..근데 잼있음... ,-0.081199794,13,0,0.884886295
255,10,0.656262577,믿고보는 마블리~~ 범죄도시 강추 ,0.866025404,13,0,0.343737423
257,10,0.226620048,추석연휴동안 강추할만한 영화이네요ㅎ윤계상 연기 대박 이구요 마동석은 두말할꺼 없네요ㅋㅋ대박 나길~~~~ ,0.23851754,14,1,0.773379952
258,10,0.751541376,재밌어요 ㅎㅎㅎ 주연배우분들 전부 연기가 어색하지 않았어요 ,0.866025404,14,1,0.248458624
259,10,0.810906708,처음부터 끝날때까지 1분1초가 재미 없는부분이 없을정도임 . 최고의 영화 믿고보는 동석이형의 연기진짜 동석이형 멋지십니다 ~!!!! ,0.948683298,14,1,0.189093292
260,10,0.713392317,"차이나게이트, 조선족 그리고 중국인들의 카카오톡은 여론 조작의 수단이다. ",0.504642593,15,2,0.286607683
261,10,0.997111917,재미져요 동시에 개봉한 다른 영화 보고 봤는데 답답함이 뻥 뚫리는느낌.마블리님 너무 웃기고 카리스마 뿜뿜ㅎㅎ진실의 방 한번들어갔다가는 죽겠네요.조연분들도 연기 너무 잘하시고..톱스타급의 배우가 나오지 않아서 오히려 빛났던 영화 같아요! ,0.495795698,15,2,0.002888083
262,8,0.978687346,오락영화로서 매우 굳! 두 번 볼건 아닌듯 ㅎㅎ 조금 잔인하지만 유쾌하고 전개가 빨라서 지루하지 않아요~~ 마블리야 당연히 기대한대로고 의외로 윤계상 연기가 좋아서 놀랬음 ㅎㅎ ,0.974679434,15,2,0.178687346
263,1,0.141164631,평점 조절하러 왔찌비. 허구헌날 연장질이나 해대는 양아치 조폭영화 이제 그만 좀 만들면 아니 되겠니? ,0.499545683,22,9,0.041164631
264,1,0.529539466,너무 잔인해서 심장아파요 ,0.467099366,22,9,0.429539466
265,10,0.326617122,"마동석이란 배우가 갖고있는 캐릭터를 120%짜내어 배우 윤계상으로 버무린 영화. 조연 한분한분 모두 숨을 쉬고 처음부터 끝까지 재미며, 속도며 뭐 하나 안빠지는 영화. 개인적인 생각으론 공공의적 마동석버전. cgv스크린 장난질은 조금 아쉬움 ",-0.316227766,12,0,0.673382878
266,10,0.957803607,와 연기들 최고!.... 무섭다가도 마동석때문에 든든한 느낌. 심장쫄깃 손에 땀나구 시간후딱감 윤계상 의외로 이런연기 잘함 ,-0.310529502,12,0,0.042196393
267,10,0.760106564,시간가는줄모르고 봤습니다 실화를모티브로해서 그런지 몰입감이 최곱니다  잘만들어주셔서 감사합니다. ,0.043678535,12,0,0.239893436
268,9,0.606321394,이정도면 모든게 완벽하다 ,0.344583688,12,0,0.293678606
269,10,0.932859421,삼류영화긴 삼류영화다. 근데 그냥 재밌다. 영화는 작품성이 어쩌고를떠나서 재밌어야한다 ,0.793312504,12,0,0.067140579
270,9,0.969000638,액션 디테일 훌륭 코믹스런 영화적 오소 가미도 좋네요 ,0.442498052,12,0,0.069000638
271,10,0.995323896,재밋음 연기도 좋고주인공두명의연기가잘어울려요ㅋㅋㅋ ,-0.25819889,12,0,0.004676104
273,10,0.982518435,진짜재밌게봤어요 ㅋㅋ ,0.488437427,12,0,0.017481565
274,10,0.524305522,개쩜 개쩜 개쩜 개쩜 개쩜 ,0.1,12,0,0.475694478
275,10,0.771708787,마동석 윤계상도 좋았지만..그동안 영화나 드라마에서 조연만 하신분들의 연기에 더 놀란영화.. ,-0.866025404,12,0,0.228291214
277,10,0.973725438,ㄹㅇ 이건 근래들어 본 최고의 명작이다. 진실의 방으로 따라와 ,0.507092553,12,0,0.026274562
278,10,0.945680499,"처음부터 끝까지 재미있었습니다. 실화라는 사실에 감정이입되어 조폭의 잔인함에 공포스럽기도 했지만, 마동석배우의 코믹스러움으로 다소 무거울 수 있는 스토리를 웃으면서 재미있게 보았습니다. 청불이지만 가족과 같이 보아도 어색함이 없는 영화였습니다. ",0.612372436,12,0,0.054319501
280,10,0.948257566,진심 재미있음~후회는안함재미짐ㅋ ,0.255155182,12,0,0.051742435
281,10,0.965004444,진짜 평점 잘 안남기는데 대박 재미있어요!꼭 보세요!! ㅋㅋㅋ후회안함 ,0.757240185,12,0,0.034995556
284,10,0.810534298,마블리 윤계상 연기 잘하고 잼있어용 ㅎ ,0,13,1,0.189465702
285,9,0.889340818,강철중을 보는것같아요 그냥 액션과 코믹을 부담없이 즐기기 좋은 영화입니다. ,0.225939716,15,3,0.010659182
286,1,0.6693452,이런 쓰랙이 조폭영화는 그만 나왔음 좋겠다 ,0.675009078,18,6,0.5693452
287,1,0.204442918,"황해가 7.79인데 어찌 이런 아류에 아류가 9점대란 말인가, 울나라는 좀 알기쉽게 만들어야 뜨는가보다 ",0.836660027,24,12,0.104442918
288,1,0.980973661,찌르고 자르고 피범벅에 정말 잔인한 영화 입니다 그리고 슬픈 영화입니다 대한민국 공권력 정말 약합니다 저런 범죄자들을 그 즉시 못죽이는 이 현실 답답합니다 영화는 재밌지만 정말 보는 내내 괴로웠습니다 우리나라 강력계 형사들 불쌍합니다 힘내세요 화이팅 ,0.621059003,62,50,0.880973661
289,10,0.47137928,전화 왜 아이받니??니 내가 누군지 아니?? 이거밖에생각안납니다ㅋㅋㅋ이거보고나면 다 조선족말투 따라하뮤ㅠㅠ제발 그만 ㅠㅠ ,0.406181197,11,0,0.52862072
290,10,0.951124549,주인공이 압도적으로 세니까 넘 좋다?? 윤계상은 진짜 조선족같음 무쌍눈빛이 넘 무서움 ㅋㅋ 신세계 베테랑 재밌게 본사람은 무조건 재밌음 ,0.373391754,11,0,0.048875451
291,10,0.680749714,"믿고 보는 마동석. 윤계상의 그저 그랬던 배우로써의 변신, 이정도면 두마리토끼를 잡았다고 해도 과언이 아닐듯~ ",0.571380045,11,0,0.319250286
292,9,0.522066414,저는 재밌었어요 엄청 잔인하지는 않은 것 같았는데 제 기준이라서 다른 분은 잔인하다 느낄수도 ,0.707617499,11,0,0.377933586
293,10,0.474960297,마동석으로 시작하여 윤계상으로 끝나는 영화. ,0.707106781,11,0,0.525039703
294,10,0.932739139,30대 여자입니다 심야 새벽1시로 봤는데 만석이길래 깜놀 잔인하긴 했지만 마블리 윤계상 연기변신 성공에 깜놀 조연들 캐릭터와 연기에 또 깜놀 기대이상입니다 ,0.707106781,11,0,0.067260861
295,8,0.872398853,나는 황정민 보다 윤계상이 더 연기를 잘하는거 같음 일단 윤계상은 영화 찍는거 마다 말투가 똑 같지 않음 반면에 황정민이 변화가 없음 나 장첸이다 꼭 아랏니!!! ,0.122238726,11,0,0.072398853
297,10,0.92613405,"2시간 동안 긴장감이 넘친다.범죄,조폭,액션 영화라기보다는 한 편의 스릴러를 본듯하다.배우들의 연기도 탁월했고 박진감 넘치는 스토리전개도 유려했다. 장첸패거리의 가공되지 않은 폭력성이 새로웠고 양태역 김성규배우의 사이코와 같은 연기도 인상깊었다. ",0.866025404,11,0,0.07386595
299,10,0.902424336,와 2시간이 1분처럼 빠르게 흘러가는 것처럼 재미있는 영화였습니다. ,0.308945367,11,0,0.097575665
300,8,0.535825789,적당히 웃기고 좀 잔인하고 킬링용으로 참 좋음 ,0.4456479,11,0,0.264174211
301,10,0.89939785,킹스맨도 볼만했지만 기대안하고 본 범죄도시도 중박이상 칠꺼라봅니다 사이다같은 영화 ,0.428388753,11,0,0.10060215
302,10,0.911373377,진짜 올해의 영화!!!시리즈로 꼭 나오길 ,0.696310624,11,0,0.088626623
303,10,0.252858758,처음매겨본다 줜잼이다 그냥봐라 ,0.577350269,11,0,0.747141242
304,10,0.694098949,방금보고왔는데.  윤계상. 마동석 연기잘하네요.보는내내  손이 움찔움찔ㅋ ,0.346176073,11,0,0.305901051
305,10,0.98853612,최근 2년간 본 한국영화 중 최고...꼭 보셈 ,0.40824829,11,0,0.011463881
306,9,0.651273131,마동석 개짱세고 윤계상 조선족연기 잘하네요 조선족인줄 ,0.183635864,12,1,0.248726869
307,10,0.29681015,와...윤계상 개멋잇다 오늘부터 팬이다 ,0.48580313,12,1,0.70318985
308,10,0.54464525,동석이형 이 싸대기 떄리기 0.5초전  손바닥 크기보면 저거맞고 살수있는  사람없을거라는걸 느낌 ,0.175844284,12,1,0.45535475
309,10,0.98001349,대박!!!!또보고싶네요!!배우들 연기도 쵝오!!! ,0.343907136,12,1,0.01998651
310,9,0.555054426,명절에 부모님이랑 잘보고왔습니다 ,0.782659868,13,2,0.344945574
